id_a	id_b	n_formes_compartides	formes	estat
pa-001	pa-049	4	crec;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-001	pa-056	4	crec;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-001	pa-060	4	crec;de fet;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-001	pa-061	3	crec;evidentment;llavors	semblança tokenitzada small; pendent d'audició
pa-001	pa-063	3	crec;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-001	pa-066	5	crec;de fet;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-003	7	a nivell;bé;clar;crec;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-004	4	bé;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-006	4	bé;clar;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-007	6	a veure;bé;clar;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-008	5	a veure;bé;clar;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-009	4	bé;clar;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-010	5	clar;crec;de fet;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-011	5	a veure;bé;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-014	6	a veure;bé;clar;crec;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-015	3	bé;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-016	9	a nivell;a veure;bé;clar;crec;de fet;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-017	5	a nivell;clar;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-018	3	crec;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-019	7	a nivell;bé;clar;crec;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-020	4	a nivell;bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-021	4	a veure;crec;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-022	6	a veure;clar;crec;evidentment;perquè;reformeta	semblança tokenitzada small; pendent d'audició
pa-002	pa-023	5	a nivell;a veure;de fet;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-024	6	a nivell;clar;crec;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-025	7	a veure;clar;crec;de fet;evidentment;perquè;reformeta	semblança tokenitzada small; pendent d'audició
pa-002	pa-026	5	a nivell;a veure;bé;perquè;reformeta	semblança tokenitzada small; pendent d'audició
pa-002	pa-027	5	clar;crec;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-028	4	bé;clar;de fet;llavors	semblança tokenitzada small; pendent d'audició
pa-002	pa-030	4	a veure;crec;evidentment;llavors	semblança tokenitzada small; pendent d'audició
pa-002	pa-031	5	a veure;clar;crec;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-032	3	bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-033	5	bé;clar;de fet;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-034	5	a nivell;a veure;bé;crec;reformeta	semblança tokenitzada small; pendent d'audició
pa-002	pa-036	6	a nivell;a veure;bé;clar;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-037	5	bé;clar;crec;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-038	7	a nivell;bé;clar;crec;llavors;perquè;reformeta	semblança tokenitzada small; pendent d'audició
pa-002	pa-039	4	bé;crec;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-040	4	crec;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-041	6	a veure;bé;clar;crec;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-045	7	a nivell;a veure;bé;clar;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-048	5	a nivell;a veure;bé;crec;llavors	semblança tokenitzada small; pendent d'audició
pa-002	pa-049	7	a veure;bé;clar;crec;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-055	5	a nivell;a veure;evidentment;perquè;reformeta	semblança tokenitzada small; pendent d'audició
pa-002	pa-056	6	a veure;clar;crec;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-057	4	a nivell;bé;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-059	4	a nivell;clar;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-060	6	a nivell;a veure;crec;de fet;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-061	6	a nivell;a veure;bé;crec;evidentment;llavors	semblança tokenitzada small; pendent d'audició
pa-002	pa-063	7	a nivell;a veure;bé;clar;crec;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-064	5	a veure;bé;clar;crec;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-065	5	a nivell;bé;clar;crec;perquè	semblança tokenitzada small; pendent d'audició
pa-002	pa-066	7	a nivell;bé;crec;de fet;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-004	4	bé;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-006	4	bé;clar;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-007	5	bé;clar;evidentment;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-008	5	bé;clar;de fet;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-009	4	bé;clar;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-010	5	clar;crec;de fet;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-011	5	bé;de fet;evidentment;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-013	3	bé;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-014	5	bé;clar;crec;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-016	8	a nivell;bé;clar;crec;de fet;evidentment;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-017	6	a nivell;clar;evidentment;perquè;tirar endavant;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-019	7	a nivell;bueno;bé;clar;crec;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-020	4	a nivell;bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-021	5	bueno;crec;evidentment;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-022	5	clar;crec;evidentment;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-023	5	a nivell;bueno;de fet;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-024	6	a nivell;clar;crec;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-025	5	clar;crec;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-026	3	a nivell;bé;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-027	6	clar;crec;de fet;evidentment;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-028	3	bé;clar;de fet	semblança tokenitzada small; pendent d'audició
pa-003	pa-030	5	bueno;crec;evidentment;tirar endavant;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-031	5	clar;crec;de fet;perquè;tirar endavant	semblança tokenitzada small; pendent d'audició
pa-003	pa-032	4	bueno;bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-033	6	bé;clar;de fet;perquè;tirar endavant;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-034	5	a nivell;bé;crec;tirar endavant;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-035	3	crec;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-036	5	a nivell;bé;clar;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-037	5	bueno;bé;clar;crec;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-038	6	a nivell;bueno;bé;clar;crec;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-039	4	bé;crec;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-040	4	crec;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-041	8	bueno;bé;clar;crec;ensenyança;evidentment;perquè;tirar endavant	semblança tokenitzada small; pendent d'audició
pa-003	pa-043	3	bueno;crec;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-045	5	a nivell;bé;clar;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-048	4	a nivell;bé;crec;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-049	6	bueno;bé;clar;crec;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-052	3	bueno;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-055	3	a nivell;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-056	5	clar;crec;evidentment;perquè;tirar endavant	semblança tokenitzada small; pendent d'audició
pa-003	pa-057	4	a nivell;bé;perquè;tirar endavant	semblança tokenitzada small; pendent d'audició
pa-003	pa-059	7	a nivell;bueno;clar;evidentment;perquè;tirar endavant;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-060	5	a nivell;crec;de fet;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-061	5	a nivell;bueno;bé;crec;evidentment	semblança tokenitzada small; pendent d'audició
pa-003	pa-062	4	bueno;crec;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-063	5	a nivell;bé;clar;crec;perquè	semblança tokenitzada small; pendent d'audició
pa-003	pa-064	5	bé;clar;crec;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-065	7	a nivell;bueno;bé;clar;crec;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-003	pa-066	7	a nivell;bueno;bé;crec;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-006	3	bé;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-007	3	bé;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-008	3	bé;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-009	3	bé;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-011	4	bé;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-014	4	bé;evidentment;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-016	5	bé;de fet;evidentment;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-017	3	evidentment;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-019	3	bé;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-021	3	evidentment;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-022	3	evidentment;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-023	3	de fet;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-024	3	de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-025	3	de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-026	3	bé;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-027	3	de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-032	3	bé;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-033	4	bé;de fet;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-036	4	bé;evidentment;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-037	3	bé;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-038	3	bé;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-039	3	bé;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-040	3	de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-041	4	bé;evidentment;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-045	3	bé;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-004	pa-049	4	bé;evidentment;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-055	3	evidentment;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-056	3	evidentment;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-059	3	evidentment;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-060	3	de fet;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-061	3	bé;evidentment;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-063	3	bé;perquè;vull dir	semblança tokenitzada small; pendent d'audició
pa-004	pa-066	4	bé;de fet;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-005	pa-006	3	bé;doncs;o sigui	semblança tokenitzada small; pendent d'audició
pa-005	pa-007	3	bé;doncs;llavors	semblança tokenitzada small; pendent d'audició
pa-005	pa-009	3	bé;doncs;o sigui	semblança tokenitzada small; pendent d'audició
pa-005	pa-015	3	bé;doncs;llavors	semblança tokenitzada small; pendent d'audició
pa-005	pa-016	4	bé;doncs;llavors;o sigui	semblança tokenitzada small; pendent d'audició
pa-005	pa-028	3	bé;doncs;llavors	semblança tokenitzada small; pendent d'audició
pa-005	pa-030	3	doncs;llavors;o sigui	semblança tokenitzada small; pendent d'audició
pa-005	pa-037	3	bé;doncs;llavors	semblança tokenitzada small; pendent d'audició
pa-005	pa-038	4	bé;doncs;llavors;o sigui	semblança tokenitzada small; pendent d'audició
pa-005	pa-045	4	bé;doncs;llavors;o sigui	semblança tokenitzada small; pendent d'audició
pa-005	pa-046	3	bé;doncs;llavors	semblança tokenitzada small; pendent d'audició
pa-005	pa-048	4	bé;doncs;llavors;o sigui	semblança tokenitzada small; pendent d'audició
pa-005	pa-049	3	bé;llavors;o sigui	semblança tokenitzada small; pendent d'audició
pa-005	pa-057	3	bé;llavors;o sigui	semblança tokenitzada small; pendent d'audició
pa-005	pa-061	3	bé;llavors;o sigui	semblança tokenitzada small; pendent d'audició
pa-005	pa-063	4	bé;doncs;llavors;o sigui	semblança tokenitzada small; pendent d'audició
pa-005	pa-065	3	bé;doncs;o sigui	semblança tokenitzada small; pendent d'audició
pa-006	pa-007	5	bé;clar;diguem;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-008	5	aleshores;bé;clar;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-009	5	bé;clar;doncs;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-010	4	clar;de fet;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-011	4	bé;de fet;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-012	3	aleshores;bé;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-013	3	bé;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-014	4	bé;clar;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-015	3	bé;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-016	6	bé;clar;de fet;doncs;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-017	3	clar;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-019	3	bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-020	5	bé;clar;diguem;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-022	3	clar;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-024	3	clar;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-025	6	aleshores;clar;de fet;diguem;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-026	3	bé;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-027	4	clar;de fet;diguem;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-028	4	bé;clar;de fet;doncs	semblança tokenitzada small; pendent d'audició
pa-006	pa-030	3	aleshores;doncs;o sigui	semblança tokenitzada small; pendent d'audició
pa-006	pa-031	5	aleshores;clar;de fet;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-032	5	aleshores;bé;clar;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-033	5	bé;clar;de fet;diguem;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-036	4	bé;clar;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-037	4	bé;clar;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-038	5	bé;clar;doncs;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-041	3	bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-045	5	bé;clar;doncs;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-046	4	aleshores;bé;diguem;doncs	semblança tokenitzada small; pendent d'audició
pa-006	pa-048	3	bé;doncs;o sigui	semblança tokenitzada small; pendent d'audició
pa-006	pa-049	6	aleshores;bé;clar;diguem;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-056	4	aleshores;clar;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-057	3	bé;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-060	3	de fet;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-062	3	diguem;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-063	5	bé;clar;doncs;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-064	4	bé;clar;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-065	6	aleshores;bé;clar;doncs;o sigui;perquè	semblança tokenitzada small; pendent d'audició
pa-006	pa-066	3	bé;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-008	5	a veure;bé;clar;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-009	5	bé;clar;doncs;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-010	5	clar;doncs;llavors;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-011	6	a veure;bé;doncs;evidentment;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-013	4	bé;doncs;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-014	5	a veure;bé;clar;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-015	4	bé;doncs;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-016	8	a veure;bé;clar;doncs;evidentment;llavors;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-017	6	clar;doncs;evidentment;llavors;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-018	3	diguem;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-019	5	bé;clar;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-020	5	bé;clar;diguem;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-021	5	a veure;doncs;evidentment;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-022	5	a veure;clar;evidentment;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-023	4	a veure;llavors;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-024	3	clar;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-025	5	a veure;clar;diguem;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-026	3	a veure;bé;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-027	5	clar;diguem;evidentment;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-028	4	bé;clar;doncs;llavors	semblança tokenitzada small; pendent d'audició
pa-007	pa-030	5	a veure;doncs;evidentment;llavors;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-031	4	a veure;clar;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-032	4	bé;clar;doncs;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-033	6	bé;clar;diguem;llavors;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-034	4	a veure;bé;diguem;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-035	3	doncs;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-036	6	a veure;bé;clar;doncs;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-037	5	bé;clar;doncs;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-038	5	bé;clar;doncs;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-039	3	bé;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-041	5	a veure;bé;clar;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-045	7	a veure;bé;clar;doncs;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-046	5	bé;diguem;doncs;llavors;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-048	5	a veure;bé;doncs;llavors;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-049	7	a veure;bé;clar;diguem;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-055	3	a veure;evidentment;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-056	6	a veure;clar;doncs;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-057	3	bé;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-058	3	diguem;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-059	4	clar;evidentment;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-060	5	a veure;doncs;llavors;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-061	4	a veure;bé;evidentment;llavors	semblança tokenitzada small; pendent d'audició
pa-007	pa-062	3	diguem;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-063	6	a veure;bé;clar;doncs;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-007	pa-064	5	a veure;bé;clar;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-065	5	bé;clar;doncs;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-007	pa-066	4	bé;evidentment;llavors;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-009	3	bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-010	4	clar;de fet;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-011	5	a veure;bé;de fet;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-012	3	aleshores;bé;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-013	3	bé;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-014	4	a veure;bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-016	6	a veure;bé;clar;de fet;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-017	3	clar;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-019	3	bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-020	3	bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-021	3	a veure;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-022	4	a veure;clar;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-023	4	a veure;de fet;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-024	3	clar;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-025	5	a veure;aleshores;clar;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-026	3	a veure;bé;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-027	4	clar;de fet;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-028	3	bé;clar;de fet	semblança tokenitzada small; pendent d'audició
pa-008	pa-030	3	a veure;aleshores;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-031	5	a veure;aleshores;clar;de fet;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-032	4	aleshores;bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-033	5	bé;clar;de fet;perquè;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-034	3	a veure;bé;és a dir	semblança tokenitzada small; pendent d'audició
pa-008	pa-036	4	a veure;bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-037	3	bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-038	3	bé;clar;perquè	semblança tokenitzada small; pendent d'audició
pa-008	pa-041	4	a veure;bé;clar;perquè	semblança tokenitzada small; pendent d'audició
