id_a	id_b	n_formes_compartides	formes	estat
spk-024	spk-027	3	crec,diguem,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-024	spk-037	3	crec,perquè,reformeta	triple ASR; semblança textual provisional; pendent d’audició
spk-024	spk-039	3	crec,diguem,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-024	spk-040	3	a veure,crec,reformeta	triple ASR; semblança textual provisional; pendent d’audició
spk-026	spk-028	3	a nivell,bé,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-026	spk-037	4	a nivell,bé,crec,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-026	spk-038	3	bé,crec,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-026	spk-046	3	a nivell,bé,crec	triple ASR; semblança textual provisional; pendent d’audició
spk-026	spk-053	3	a nivell,crec,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-026	spk-054	3	a nivell,bé,crec	triple ASR; semblança textual provisional; pendent d’audició
spk-026	spk-057	3	bé,crec,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-027	spk-039	3	crec,diguem,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-027	spk-053	3	crec,perquè,és a dir	triple ASR; semblança textual provisional; pendent d’audició
spk-028	spk-037	3	a nivell,bé,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-028	spk-038	3	bé,evidentment,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-028	spk-044	3	a nivell,evidentment,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-028	spk-050	3	bé,evidentment,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-028	spk-053	3	a nivell,evidentment,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-029	spk-053	3	crec,de fet,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-037	spk-038	4	bé,crec,perquè,vull dir	triple ASR; semblança textual provisional; pendent d’audició
spk-037	spk-039	3	crec,perquè,vull dir	triple ASR; semblança textual provisional; pendent d’audició
spk-037	spk-043	3	a nivell,perquè,vull dir	triple ASR; semblança textual provisional; pendent d’audició
spk-037	spk-046	3	a nivell,bé,crec	triple ASR; semblança textual provisional; pendent d’audició
spk-037	spk-053	3	a nivell,crec,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-037	spk-054	3	a nivell,bé,crec	triple ASR; semblança textual provisional; pendent d’audició
spk-037	spk-057	4	bé,crec,perquè,vull dir	triple ASR; semblança textual provisional; pendent d’audició
spk-038	spk-039	3	crec,perquè,vull dir	triple ASR; semblança textual provisional; pendent d’audició
spk-038	spk-040	3	clar,crec,evidentment	triple ASR; semblança textual provisional; pendent d’audició
spk-038	spk-043	3	clar,perquè,vull dir	triple ASR; semblança textual provisional; pendent d’audició
spk-038	spk-044	3	clar,evidentment,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-038	spk-050	3	bé,evidentment,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-038	spk-053	3	crec,evidentment,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-038	spk-057	4	bé,crec,perquè,vull dir	triple ASR; semblança textual provisional; pendent d’audició
spk-039	spk-041	3	diguem,perquè,vull dir	triple ASR; semblança textual provisional; pendent d’audició
spk-039	spk-057	3	crec,perquè,vull dir	triple ASR; semblança textual provisional; pendent d’audició
spk-042	spk-043	3	clar,doncs,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-042	spk-044	3	clar,doncs,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-042	spk-050	3	doncs,o sigui,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-043	spk-044	4	a nivell,clar,doncs,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-043	spk-053	4	a nivell,perquè,tirar endavant,és a dir	triple ASR; semblança textual provisional; pendent d’audició
spk-043	spk-059	3	clar,doncs,és a dir	triple ASR; semblança textual provisional; pendent d’audició
spk-044	spk-050	3	doncs,evidentment,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-044	spk-053	3	a nivell,evidentment,perquè	triple ASR; semblança textual provisional; pendent d’audició
spk-046	spk-054	3	a nivell,bé,crec	triple ASR; semblança textual provisional; pendent d’audició
spk-050	spk-057	3	bé,o sigui,perquè	triple ASR; semblança textual provisional; pendent d’audició
