id_persona	forma	recompte_token_small	estat
pa-011	doncs	1	tokenització small; pendent d'audició
pa-011	ensenyança	0	tokenització small; pendent d'audició
pa-011	evidentment	1	tokenització small; pendent d'audició
pa-011	llavors	0	tokenització small; pendent d'audició
pa-011	o sigui	0	tokenització small; pendent d'audició
pa-011	perquè	1	tokenització small; pendent d'audició
pa-011	reformeta	0	tokenització small; pendent d'audició
pa-011	tirar endavant	0	tokenització small; pendent d'audició
pa-011	vull dir	0	tokenització small; pendent d'audició
pa-011	és a dir	1	tokenització small; pendent d'audició
pa-012	a nivell	0	tokenització small; pendent d'audició
pa-012	a veure	0	tokenització small; pendent d'audició
pa-012	aleshores	1	tokenització small; pendent d'audició
pa-012	aviam	0	tokenització small; pendent d'audició
pa-012	bueno	0	tokenització small; pendent d'audició
pa-012	bé	1	tokenització small; pendent d'audició
pa-012	clar	0	tokenització small; pendent d'audició
pa-012	crec	0	tokenització small; pendent d'audició
pa-012	de fet	0	tokenització small; pendent d'audició
pa-012	diguem	0	tokenització small; pendent d'audició
pa-012	doncs	0	tokenització small; pendent d'audició
pa-012	ensenyança	0	tokenització small; pendent d'audició
pa-012	evidentment	0	tokenització small; pendent d'audició
pa-012	llavors	0	tokenització small; pendent d'audició
pa-012	o sigui	0	tokenització small; pendent d'audició
pa-012	perquè	1	tokenització small; pendent d'audició
pa-012	reformeta	0	tokenització small; pendent d'audició
pa-012	tirar endavant	0	tokenització small; pendent d'audició
pa-012	vull dir	0	tokenització small; pendent d'audició
pa-012	és a dir	0	tokenització small; pendent d'audició
pa-013	a nivell	0	tokenització small; pendent d'audició
pa-013	a veure	0	tokenització small; pendent d'audició
pa-013	aleshores	0	tokenització small; pendent d'audició
pa-013	aviam	0	tokenització small; pendent d'audició
pa-013	bueno	0	tokenització small; pendent d'audició
pa-013	bé	1	tokenització small; pendent d'audició
pa-013	clar	0	tokenització small; pendent d'audició
pa-013	crec	0	tokenització small; pendent d'audició
pa-013	de fet	0	tokenització small; pendent d'audició
pa-013	diguem	0	tokenització small; pendent d'audició
pa-013	doncs	1	tokenització small; pendent d'audició
pa-013	ensenyança	0	tokenització small; pendent d'audició
pa-013	evidentment	0	tokenització small; pendent d'audició
pa-013	llavors	0	tokenització small; pendent d'audició
pa-013	o sigui	0	tokenització small; pendent d'audició
pa-013	perquè	1	tokenització small; pendent d'audició
pa-013	reformeta	0	tokenització small; pendent d'audició
pa-013	tirar endavant	0	tokenització small; pendent d'audició
pa-013	vull dir	0	tokenització small; pendent d'audició
pa-013	és a dir	1	tokenització small; pendent d'audició
pa-014	a nivell	0	tokenització small; pendent d'audició
pa-014	a veure	1	tokenització small; pendent d'audició
pa-014	aleshores	0	tokenització small; pendent d'audició
pa-014	aviam	1	tokenització small; pendent d'audició
pa-014	bueno	0	tokenització small; pendent d'audició
pa-014	bé	1	tokenització small; pendent d'audició
pa-014	clar	1	tokenització small; pendent d'audició
pa-014	crec	1	tokenització small; pendent d'audició
pa-014	de fet	0	tokenització small; pendent d'audició
pa-014	diguem	0	tokenització small; pendent d'audició
pa-014	doncs	0	tokenització small; pendent d'audició
pa-014	ensenyança	0	tokenització small; pendent d'audició
pa-014	evidentment	1	tokenització small; pendent d'audició
pa-014	llavors	0	tokenització small; pendent d'audició
pa-014	o sigui	1	tokenització small; pendent d'audició
pa-014	perquè	1	tokenització small; pendent d'audició
pa-014	reformeta	0	tokenització small; pendent d'audició
pa-014	tirar endavant	0	tokenització small; pendent d'audició
pa-014	vull dir	1	tokenització small; pendent d'audició
pa-014	és a dir	0	tokenització small; pendent d'audició
pa-015	a nivell	0	tokenització small; pendent d'audició
pa-015	a veure	0	tokenització small; pendent d'audició
pa-015	aleshores	0	tokenització small; pendent d'audició
pa-015	aviam	0	tokenització small; pendent d'audició
pa-015	bueno	0	tokenització small; pendent d'audició
pa-015	bé	1	tokenització small; pendent d'audició
pa-015	clar	0	tokenització small; pendent d'audició
pa-015	crec	0	tokenització small; pendent d'audició
pa-015	de fet	0	tokenització small; pendent d'audició
pa-015	diguem	0	tokenització small; pendent d'audició
pa-015	doncs	1	tokenització small; pendent d'audició
pa-015	ensenyança	0	tokenització small; pendent d'audició
pa-015	evidentment	0	tokenització small; pendent d'audició
pa-015	llavors	1	tokenització small; pendent d'audició
pa-015	o sigui	0	tokenització small; pendent d'audició
pa-015	perquè	1	tokenització small; pendent d'audició
pa-015	reformeta	0	tokenització small; pendent d'audició
pa-015	tirar endavant	0	tokenització small; pendent d'audició
pa-015	vull dir	0	tokenització small; pendent d'audició
pa-015	és a dir	0	tokenització small; pendent d'audició
pa-016	a nivell	1	tokenització small; pendent d'audició
pa-016	a veure	1	tokenització small; pendent d'audició
pa-016	aleshores	0	tokenització small; pendent d'audició
pa-016	aviam	0	tokenització small; pendent d'audició
pa-016	bueno	0	tokenització small; pendent d'audició
pa-016	bé	1	tokenització small; pendent d'audició
pa-016	clar	1	tokenització small; pendent d'audició
pa-016	crec	1	tokenització small; pendent d'audició
pa-016	de fet	1	tokenització small; pendent d'audició
pa-016	diguem	0	tokenització small; pendent d'audició
pa-016	doncs	1	tokenització small; pendent d'audició
pa-016	ensenyança	0	tokenització small; pendent d'audició
pa-016	evidentment	1	tokenització small; pendent d'audició
pa-016	llavors	1	tokenització small; pendent d'audició
pa-016	o sigui	1	tokenització small; pendent d'audició
pa-016	perquè	1	tokenització small; pendent d'audició
pa-016	reformeta	0	tokenització small; pendent d'audició
pa-016	tirar endavant	0	tokenització small; pendent d'audició
pa-016	vull dir	1	tokenització small; pendent d'audició
pa-016	és a dir	1	tokenització small; pendent d'audició
pa-017	a nivell	1	tokenització small; pendent d'audició
pa-017	a veure	0	tokenització small; pendent d'audició
pa-017	aleshores	0	tokenització small; pendent d'audició
pa-017	aviam	0	tokenització small; pendent d'audició
pa-017	bueno	0	tokenització small; pendent d'audició
pa-017	bé	0	tokenització small; pendent d'audició
pa-017	clar	1	tokenització small; pendent d'audició
pa-017	crec	0	tokenització small; pendent d'audició
pa-017	de fet	0	tokenització small; pendent d'audició
pa-017	diguem	0	tokenització small; pendent d'audició
pa-017	doncs	1	tokenització small; pendent d'audició
pa-017	ensenyança	0	tokenització small; pendent d'audició
pa-017	evidentment	1	tokenització small; pendent d'audició
pa-017	llavors	1	tokenització small; pendent d'audició
pa-017	o sigui	0	tokenització small; pendent d'audició
pa-017	perquè	1	tokenització small; pendent d'audició
pa-017	reformeta	0	tokenització small; pendent d'audició
pa-017	tirar endavant	1	tokenització small; pendent d'audició
pa-017	vull dir	1	tokenització small; pendent d'audició
pa-017	és a dir	1	tokenització small; pendent d'audició
pa-018	a nivell	0	tokenització small; pendent d'audició
pa-018	a veure	0	tokenització small; pendent d'audició
pa-018	aleshores	0	tokenització small; pendent d'audició
pa-018	aviam	0	tokenització small; pendent d'audició
pa-018	bueno	0	tokenització small; pendent d'audició
pa-018	bé	0	tokenització small; pendent d'audició
pa-018	clar	0	tokenització small; pendent d'audició
pa-018	crec	1	tokenització small; pendent d'audició
pa-018	de fet	0	tokenització small; pendent d'audició
pa-018	diguem	1	tokenització small; pendent d'audició
pa-018	doncs	0	tokenització small; pendent d'audició
pa-018	ensenyança	0	tokenització small; pendent d'audició
pa-018	evidentment	0	tokenització small; pendent d'audició
pa-018	llavors	1	tokenització small; pendent d'audició
pa-018	o sigui	0	tokenització small; pendent d'audició
pa-018	perquè	1	tokenització small; pendent d'audició
pa-018	reformeta	0	tokenització small; pendent d'audició
pa-018	tirar endavant	0	tokenització small; pendent d'audició
pa-018	vull dir	0	tokenització small; pendent d'audició
pa-018	és a dir	0	tokenització small; pendent d'audició
pa-019	a nivell	1	tokenització small; pendent d'audició
pa-019	a veure	0	tokenització small; pendent d'audició
pa-019	aleshores	0	tokenització small; pendent d'audició
pa-019	aviam	0	tokenització small; pendent d'audició
pa-019	bueno	1	tokenització small; pendent d'audició
pa-019	bé	1	tokenització small; pendent d'audició
pa-019	clar	1	tokenització small; pendent d'audició
pa-019	crec	1	tokenització small; pendent d'audició
pa-019	de fet	0	tokenització small; pendent d'audició
pa-019	diguem	0	tokenització small; pendent d'audició
pa-019	doncs	0	tokenització small; pendent d'audició
pa-019	ensenyança	0	tokenització small; pendent d'audició
pa-019	evidentment	1	tokenització small; pendent d'audició
pa-019	llavors	1	tokenització small; pendent d'audició
pa-019	o sigui	0	tokenització small; pendent d'audició
pa-019	perquè	1	tokenització small; pendent d'audició
pa-019	reformeta	0	tokenització small; pendent d'audició
pa-019	tirar endavant	0	tokenització small; pendent d'audició
pa-019	vull dir	0	tokenització small; pendent d'audició
pa-019	és a dir	0	tokenització small; pendent d'audició
pa-020	a nivell	1	tokenització small; pendent d'audició
pa-020	a veure	0	tokenització small; pendent d'audició
pa-020	aleshores	0	tokenització small; pendent d'audició
pa-020	aviam	1	tokenització small; pendent d'audició
pa-020	bueno	0	tokenització small; pendent d'audició
pa-020	bé	1	tokenització small; pendent d'audició
pa-020	clar	1	tokenització small; pendent d'audició
pa-020	crec	0	tokenització small; pendent d'audició
pa-020	de fet	0	tokenització small; pendent d'audició
pa-020	diguem	1	tokenització small; pendent d'audició
pa-020	doncs	1	tokenització small; pendent d'audició
pa-020	ensenyança	0	tokenització small; pendent d'audició
pa-020	evidentment	0	tokenització small; pendent d'audició
pa-020	llavors	0	tokenització small; pendent d'audició
pa-020	o sigui	0	tokenització small; pendent d'audició
pa-020	perquè	1	tokenització small; pendent d'audició
pa-020	reformeta	0	tokenització small; pendent d'audició
pa-020	tirar endavant	0	tokenització small; pendent d'audició
pa-020	vull dir	0	tokenització small; pendent d'audició
pa-020	és a dir	0	tokenització small; pendent d'audició
pa-021	a nivell	0	tokenització small; pendent d'audició
pa-021	a veure	1	tokenització small; pendent d'audició
pa-021	aleshores	0	tokenització small; pendent d'audició
pa-021	aviam	0	tokenització small; pendent d'audició
pa-021	bueno	1	tokenització small; pendent d'audició
pa-021	bé	0	tokenització small; pendent d'audició
pa-021	clar	0	tokenització small; pendent d'audició
pa-021	crec	1	tokenització small; pendent d'audició
pa-021	de fet	0	tokenització small; pendent d'audició
pa-021	diguem	0	tokenització small; pendent d'audició
pa-021	doncs	1	tokenització small; pendent d'audició
pa-021	ensenyança	0	tokenització small; pendent d'audició
pa-021	evidentment	1	tokenització small; pendent d'audició
pa-021	llavors	0	tokenització small; pendent d'audició
pa-021	o sigui	0	tokenització small; pendent d'audició
pa-021	perquè	1	tokenització small; pendent d'audició
pa-021	reformeta	0	tokenització small; pendent d'audició
pa-021	tirar endavant	0	tokenització small; pendent d'audició
pa-021	vull dir	1	tokenització small; pendent d'audició
pa-021	és a dir	1	tokenització small; pendent d'audició
pa-022	a nivell	0	tokenització small; pendent d'audició
pa-022	a veure	1	tokenització small; pendent d'audició
pa-022	aleshores	0	tokenització small; pendent d'audició
pa-022	aviam	0	tokenització small; pendent d'audició
pa-022	bueno	0	tokenització small; pendent d'audició
pa-022	bé	0	tokenització small; pendent d'audició
pa-022	clar	1	tokenització small; pendent d'audició
pa-022	crec	1	tokenització small; pendent d'audició
pa-022	de fet	0	tokenització small; pendent d'audició
pa-022	diguem	0	tokenització small; pendent d'audició
pa-022	doncs	0	tokenització small; pendent d'audició
pa-022	ensenyança	0	tokenització small; pendent d'audició
pa-022	evidentment	1	tokenització small; pendent d'audició
pa-022	llavors	0	tokenització small; pendent d'audició
pa-022	o sigui	1	tokenització small; pendent d'audició
pa-022	perquè	1	tokenització small; pendent d'audició
pa-022	reformeta	1	tokenització small; pendent d'audició
pa-022	tirar endavant	0	tokenització small; pendent d'audició
pa-022	vull dir	1	tokenització small; pendent d'audició
pa-022	és a dir	1	tokenització small; pendent d'audició
pa-023	a nivell	1	tokenització small; pendent d'audició
pa-023	a veure	1	tokenització small; pendent d'audició
pa-023	aleshores	0	tokenització small; pendent d'audició
pa-023	aviam	0	tokenització small; pendent d'audició
pa-023	bueno	1	tokenització small; pendent d'audició
pa-023	bé	0	tokenització small; pendent d'audició
pa-023	clar	0	tokenització small; pendent d'audició
pa-023	crec	0	tokenització small; pendent d'audició
pa-023	de fet	1	tokenització small; pendent d'audició
pa-023	diguem	0	tokenització small; pendent d'audició
pa-023	doncs	0	tokenització small; pendent d'audició
pa-023	ensenyança	0	tokenització small; pendent d'audició
pa-023	evidentment	0	tokenització small; pendent d'audició
pa-023	llavors	1	tokenització small; pendent d'audició
pa-023	o sigui	0	tokenització small; pendent d'audició
pa-023	perquè	1	tokenització small; pendent d'audició
pa-023	reformeta	0	tokenització small; pendent d'audició
pa-023	tirar endavant	0	tokenització small; pendent d'audició
pa-023	vull dir	1	tokenització small; pendent d'audició
pa-023	és a dir	1	tokenització small; pendent d'audició
pa-024	a nivell	1	tokenització small; pendent d'audició
pa-024	a veure	0	tokenització small; pendent d'audició
pa-024	aleshores	0	tokenització small; pendent d'audició
pa-024	aviam	0	tokenització small; pendent d'audició
pa-024	bueno	0	tokenització small; pendent d'audició
pa-024	bé	0	tokenització small; pendent d'audició
pa-024	clar	1	tokenització small; pendent d'audició
pa-024	crec	1	tokenització small; pendent d'audició
pa-024	de fet	1	tokenització small; pendent d'audició
pa-024	diguem	0	tokenització small; pendent d'audició
pa-024	doncs	0	tokenització small; pendent d'audició
pa-024	ensenyança	0	tokenització small; pendent d'audició
pa-024	evidentment	1	tokenització small; pendent d'audició
pa-024	llavors	0	tokenització small; pendent d'audició
pa-024	o sigui	0	tokenització small; pendent d'audició
pa-024	perquè	1	tokenització small; pendent d'audició
pa-024	reformeta	0	tokenització small; pendent d'audició
pa-024	tirar endavant	0	tokenització small; pendent d'audició
pa-024	vull dir	0	tokenització small; pendent d'audició
pa-024	és a dir	0	tokenització small; pendent d'audició
pa-025	a nivell	0	tokenització small; pendent d'audició
pa-025	a veure	1	tokenització small; pendent d'audició
pa-025	aleshores	1	tokenització small; pendent d'audició
pa-025	aviam	0	tokenització small; pendent d'audició
pa-025	bueno	0	tokenització small; pendent d'audició
pa-025	bé	0	tokenització small; pendent d'audició
pa-025	clar	1	tokenització small; pendent d'audició
pa-025	crec	1	tokenització small; pendent d'audició
pa-025	de fet	1	tokenització small; pendent d'audició
pa-025	diguem	1	tokenització small; pendent d'audició
pa-025	doncs	0	tokenització small; pendent d'audició
pa-025	ensenyança	0	tokenització small; pendent d'audició
pa-025	evidentment	1	tokenització small; pendent d'audició
pa-025	llavors	0	tokenització small; pendent d'audició
pa-025	o sigui	1	tokenització small; pendent d'audició
pa-025	perquè	1	tokenització small; pendent d'audició
pa-025	reformeta	1	tokenització small; pendent d'audició
pa-025	tirar endavant	0	tokenització small; pendent d'audició
pa-025	vull dir	0	tokenització small; pendent d'audició
pa-025	és a dir	0	tokenització small; pendent d'audició
pa-026	a nivell	1	tokenització small; pendent d'audició
pa-026	a veure	1	tokenització small; pendent d'audició
pa-026	aleshores	0	tokenització small; pendent d'audició
pa-026	aviam	0	tokenització small; pendent d'audició
pa-026	bueno	0	tokenització small; pendent d'audició
pa-026	bé	1	tokenització small; pendent d'audició
pa-026	clar	0	tokenització small; pendent d'audició
pa-026	crec	0	tokenització small; pendent d'audició
pa-026	de fet	0	tokenització small; pendent d'audició
pa-026	diguem	0	tokenització small; pendent d'audició
pa-026	doncs	0	tokenització small; pendent d'audició
pa-026	ensenyança	0	tokenització small; pendent d'audició
pa-026	evidentment	0	tokenització small; pendent d'audició
pa-026	llavors	0	tokenització small; pendent d'audició
pa-026	o sigui	1	tokenització small; pendent d'audició
pa-026	perquè	1	tokenització small; pendent d'audició
pa-026	reformeta	1	tokenització small; pendent d'audició
pa-026	tirar endavant	0	tokenització small; pendent d'audició
pa-026	vull dir	1	tokenització small; pendent d'audició
pa-026	és a dir	0	tokenització small; pendent d'audició
pa-027	a nivell	0	tokenització small; pendent d'audició
pa-027	a veure	0	tokenització small; pendent d'audició
pa-027	aleshores	0	tokenització small; pendent d'audició
pa-027	aviam	0	tokenització small; pendent d'audició
pa-027	bueno	0	tokenització small; pendent d'audició
pa-027	bé	0	tokenització small; pendent d'audició
pa-027	clar	1	tokenització small; pendent d'audició
pa-027	crec	1	tokenització small; pendent d'audició
pa-027	de fet	1	tokenització small; pendent d'audició
pa-027	diguem	1	tokenització small; pendent d'audició
pa-027	doncs	0	tokenització small; pendent d'audició
pa-027	ensenyança	0	tokenització small; pendent d'audició
pa-027	evidentment	1	tokenització small; pendent d'audició
pa-027	llavors	0	tokenització small; pendent d'audició
pa-027	o sigui	0	tokenització small; pendent d'audició
pa-027	perquè	1	tokenització small; pendent d'audició
pa-027	reformeta	0	tokenització small; pendent d'audició
pa-027	tirar endavant	0	tokenització small; pendent d'audició
pa-027	vull dir	0	tokenització small; pendent d'audició
pa-027	és a dir	1	tokenització small; pendent d'audició
pa-028	a nivell	0	tokenització small; pendent d'audició
pa-028	a veure	0	tokenització small; pendent d'audició
pa-028	aleshores	0	tokenització small; pendent d'audició
pa-028	aviam	0	tokenització small; pendent d'audició
pa-028	bueno	0	tokenització small; pendent d'audició
pa-028	bé	1	tokenització small; pendent d'audició
pa-028	clar	1	tokenització small; pendent d'audició
pa-028	crec	0	tokenització small; pendent d'audició
