id_parlant	forma	categoria	recompte_asr	present	estat
spk-003	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-003	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-003	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-004	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-004	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-004	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-004	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-004	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-004	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-004	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-004	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-004	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-004	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-005	Massana	territorial	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-005	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-005	andorrana	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-005	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-005	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-005	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-005	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-005	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-005	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-005	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-006	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-006	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-006	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-006	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-006	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-006	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-006	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-006	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-006	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-006	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-007	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-007	aiguats	territorial	5	sí	ASR agrupat per persona canònica; pendent d'audició
spk-007	andorrana	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-007	aviam	discurs	4	sí	ASR agrupat per persona canònica; pendent d'audició
spk-007	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-007	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-007	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-007	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-007	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-007	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-008	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-008	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-008	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-008	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-008	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-008	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-008	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-008	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-008	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-008	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-009	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-009	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-009	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-009	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-009	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-009	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-009	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-009	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-009	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-009	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-010	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-010	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-010	andorrana	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-010	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-010	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-010	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-010	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-010	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-010	santuari	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-010	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-011	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-011	aiguats	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-011	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-011	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-011	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-011	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-011	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-011	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-011	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-011	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-012	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-012	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-012	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-012	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-012	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-012	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-012	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-012	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-012	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-012	veguer	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-013	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-013	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-013	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-013	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-013	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-013	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-013	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-013	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-013	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-013	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-014	Massana	territorial	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-014	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-014	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-014	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-014	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-014	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-014	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-014	padrí	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-014	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-014	veguer	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-015	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-015	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-015	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-015	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-015	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-015	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-015	coprínceps	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-015	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-015	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-015	veguer	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-016	Massana	territorial	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-016	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-016	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-016	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-016	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-016	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-016	coprínceps	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-016	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-016	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-016	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-017	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-017	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-017	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-017	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-017	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-017	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-017	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-017	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-017	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-017	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-018	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-018	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-018	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-018	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-018	comunal	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-018	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-018	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-018	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-018	santuari	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-018	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-019	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-019	aiguats	territorial	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-019	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-019	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-019	comunal	territorial	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-019	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-019	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-019	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-019	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-019	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-020	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-020	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-020	andorrana	territorial	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-020	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-020	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-020	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-020	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-020	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-020	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-020	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-021	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-021	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-021	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-021	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-021	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-021	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-021	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-021	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-021	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-021	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-022	Massana	territorial	4	sí	ASR agrupat per persona canònica; pendent d'audició
spk-022	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-022	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-022	aviam	discurs	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-022	comunal	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-022	comunals	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-022	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-022	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-022	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-022	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-023	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-023	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-023	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-023	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-023	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-023	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-023	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-023	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-023	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-023	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-024	Massana	territorial	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-024	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-024	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-024	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-024	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-024	comunals	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-024	coprínceps	territorial	4	sí	ASR agrupat per persona canònica; pendent d'audició
spk-024	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-024	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-024	veguer	territorial	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-025	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-025	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-025	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-025	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-025	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-025	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-025	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-025	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-025	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-025	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-026	Massana	territorial	4	sí	ASR agrupat per persona canònica; pendent d'audició
spk-026	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-026	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-026	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-026	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-026	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-026	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-026	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-026	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-026	veguer	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-027	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-027	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-027	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-027	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-027	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-027	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-027	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-027	padrí	territorial	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-027	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-027	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-028	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-028	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-028	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-028	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-028	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-028	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-028	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-028	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-028	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-028	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-029	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-029	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-029	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-029	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-029	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-029	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-029	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-029	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-029	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-029	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-030	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-030	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-030	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-030	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-030	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-030	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-030	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-030	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-030	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-030	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-031	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-031	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-031	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-031	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-031	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-031	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-031	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-031	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-031	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-031	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-032	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-032	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-032	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-032	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-032	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-032	comunals	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-032	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-032	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-032	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-032	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-033	Massana	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-033	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-033	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-033	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-033	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-033	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-033	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-033	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-033	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-033	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-034	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-034	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-034	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-034	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-034	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-034	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-034	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-034	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-034	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-034	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-035	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-035	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-035	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-035	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-035	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-035	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-035	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-035	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-035	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-035	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-036	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-036	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-036	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
