forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
Andorra	toponim	18	1	sí	small	i van pujar de vacances a Andorra, concretament a Ordino.	Crec, andorra.	0.1794	0.8012	0.0218	0.5382	lead-rtva-023__47__andorra.wav	188920	193760	ASR textual; atribució i audició pendents
cultura	cultura	0	0	no											ASR textual; atribució i audició pendents
joventut	societat	0	0	no											ASR textual; atribució i audició pendents
esports	esport	0	0	no											ASR textual; atribució i audició pendents
patrimoni	cultura	1	1	sí	small	Amb la finalitat de conservar un patrimoni per la família,	O amb la finalitat de conservar un patrimoni per la família,	0.5550	0.8736	0.3597	0.7869	lead-rtva-023__51__patrimoni.wav	3212200	3216920	ASR textual; atribució i audició pendents
museu	cultura	0	0	no											ASR textual; atribució i audició pendents
biblioteca	cultura	0	0	no											ASR textual; atribució i audició pendents
arxiu	cultura	0	0	no											ASR textual; atribució i audició pendents
federació	esport	1	1	sí	small	que era el president de la Federació Internacional de la Fia?	que era el president de la Federació Internacional de la Fia?	0.6350	0.8921	0.3686	0.8031	lead-rtva-023__55__federaci.wav	2516920	2521640	ASR textual; atribució i audició pendents
ministres	institucions	0	0	no											ASR textual; atribució i audició pendents
conseller	institucions	0	0	no											ASR textual; atribució i audició pendents
consell	institucions	2	1	sí	small	"que serà govern, tindréu aquest consell, que serà així, que serà així""."	Oh, i també estic al consell d'una empresa de aromas i sabors,	0.1927	0.8313	0.0115	0.6998	lead-rtva-023__58__consell.wav	921080	924960	ASR textual; atribució i audició pendents
futbol	esport	0	0	no											ASR textual; atribució i audició pendents
bàsquet	esport	0	0	no											ASR textual; atribució i audició pendents
pavelló	esport	0	0	no											ASR textual; atribució i audició pendents
pavelló Toni Martí	esport	0	0	no											ASR textual; atribució i audició pendents
Comitè Olímpic	esport	0	0	no											ASR textual; atribució i audició pendents
Comú d’Andorra la Vella	institucions	0	0	no											ASR textual; atribució i audició pendents
Andorra la Vella	toponim	0	0	no											ASR textual; atribució i audició pendents
La Massana	toponim	0	0	no											ASR textual; atribució i audició pendents
Santa Coloma	toponim	0	0	no											ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
andorrans	gentilici	0	0	no											ASR textual; atribució i audició pendents
projecte	institucions	0	0	no											ASR textual; atribució i audició pendents
concessió	institucions	0	0	no											ASR textual; atribució i audició pendents
estadi	esport	0	0	no											ASR textual; atribució i audició pendents
esdeveniment	cultura	0	0	no											ASR textual; atribució i audició pendents
premis	cultura	1	1	sí	small	Molts grans premis, no sé quants, però vam seguir molts.	molts grans premis, els aquests, però vam ser molts.	0.2225	0.7695	0.2510	0.7010	lead-rtva-023__74__premis.wav	2613920	2617200	ASR textual; atribució i audició pendents
Toni Martí	memòria	1	1	sí	small	el malaguanyat Toni Martí, amic seu, també.	el malagonyat Toni Martí, amic seu, també.	0.3318	0.8092	0.3305	0.7451	lead-rtva-023__75__toni-mart.wav	2510120	2514240	ASR textual; atribució i audició pendents
jocs	esport	0	0	no											ASR textual; atribució i audició pendents
festa	cultura	0	1	no	base		El festa ja va a vostès, castra.			0.0898	0.5201	lead-rtva-023__77__festa.wav	1292800	1297880	ASR textual; atribució i audició pendents
equip	esport	3	3	sí	small	Però sempre... en un equip sempre hi ha algú que empenyeu.	però sempre en un equip sempre hi ha algú que em pen.	0.2887	0.7953	0.2021	0.8145	lead-rtva-023__78__equip.wav	102840	105320	ASR textual; atribució i audició pendents
català	sociolingüística	1	0	no	small	m'agrada el caràcter català, trobo l'Espanya, té moltes virtuts...		0.2783	0.8763			lead-rtva-023__79__catal.wav	2732000	2736320	ASR textual; atribució i audició pendents
francès	contacte	0	0	no											ASR textual; atribució i audició pendents
castellà	contacte	0	0	no											ASR textual; atribució i audició pendents
hipermotion	esport	0	0	no											ASR textual; atribució i audició pendents
lliga	esport	0	0	no											ASR textual; atribució i audició pendents
comissió legislativa	institucions	0	0	no											ASR textual; atribució i audició pendents
