forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
ministre	institucions	4	5	sí	small	el va dedicar a les finances públiques com a ministre.	el va dedicar a les financies públics com a ministre.	0.5573	0.8895	0.2041	0.6791	lead-rtva-021__38__ministre.wav	29360	32760	ASR textual; atribució i audició pendents
ministeri	institucions	1	1	sí	small	al Consell General i al Ministeri?	el consell general i el ministeri.	0.4286	0.8741	0.4265	0.8178	lead-rtva-021__39__ministeri.wav	1797800	1801320	ASR textual; atribució i audició pendents
economia	economia	0	0	no											ASR textual; atribució i audició pendents
comerç	economia	13	10	sí	small	Estem en un moment retornant al fil del comerç, de la roba,	retornant al fill del comerç, de la roba,	0.4735	0.8282	0.3092	0.7622	lead-rtva-021__41__comer.wav	659600	663400	ASR textual; atribució i audició pendents
negoci	economia	3	1	sí	small	Ara, de fet, la gestió del negoci el porten dos fillseus,	Ara de fet, la gestió del negoci	0.3439	0.8686	0.4739	0.8112	lead-rtva-021__42__negoci.wav	890920	896280	ASR textual; atribució i audició pendents
inversió	economia	0	0	no											ASR textual; atribució i audició pendents
construcció	economia	0	0	no											ASR textual; atribució i audició pendents
turisme	economia	0	0	no											ASR textual; atribució i audició pendents
hotel	economia	0	0	no											ASR textual; atribució i audició pendents
cultura	cultura	1	1	sí	small	Cultura generada.	Cultura General.	0.3835	0.7408	0.1255	0.6214	lead-rtva-021__47__cultura.wav	481960	483680	ASR textual; atribució i audició pendents
joventut	societat	0	0	no											ASR textual; atribució i audició pendents
esports	esport	2	1	sí	small	Però hi ha molts d'esports.	Però anirà a molts d'esports.	0.3656	0.8396	0.0750	0.5921	lead-rtva-021__49__esports.wav	2413400	2418680	ASR textual; atribució i audició pendents
patrimoni	cultura	0	0	no											ASR textual; atribució i audició pendents
museu	cultura	0	0	no											ASR textual; atribució i audició pendents
biblioteca	cultura	0	0	no											ASR textual; atribució i audició pendents
arxiu	cultura	0	0	no											ASR textual; atribució i audició pendents
federació	esport	0	0	no											ASR textual; atribució i audició pendents
ministres	institucions	1	4	sí	small	es va parlar de govern i de ministres.	-No ministres. -No ministres.	0.6035	0.8431	0.2220	0.7856	lead-rtva-021__55__ministres.wav	1701320	1707520	ASR textual; atribució i audició pendents
Govern	institucions	3	3	sí	small	com a ministre de Finances del Govern Pintat,	com a ministra de Finances del Govern Pintat,	0.6495	0.9007	0.4042	0.7464	lead-rtva-021__56__govern.wav	632200	635040	ASR textual; atribució i audició pendents
conseller	institucions	5	8	sí	small	de la seva activitat com a conseller general,	de la seva activitat, com a conseller general,	0.6546	0.9414	0.2586	0.8158	lead-rtva-021__57__conseller.wav	628680	632120	ASR textual; atribució i audició pendents
consell	institucions	2	2	sí	small	Fem una pausa i després parlarem del Govern, del Consell General,	de el govern, del consell general, del rugby,	0.4333	0.8242	0.2382	0.7012	lead-rtva-021__58__consell.wav	1519240	1524360	ASR textual; atribució i audició pendents
futbol	esport	1	1	sí	small	Em va triar un de no molt practicat en diferència amb el futbol,	Em va triar un de no molt practicat en diferència amb el futbol,	0.2588	0.8159	0.2102	0.7797	lead-rtva-021__59__futbol.wav	2418800	2423000	ASR textual; atribució i audició pendents
bàsquet	esport	0	0	no											ASR textual; atribució i audició pendents
pavelló	esport	0	0	no											ASR textual; atribució i audició pendents
pavelló Toni Martí	esport	0	0	no											ASR textual; atribució i audició pendents
Comitè Olímpic	esport	0	0	no											ASR textual; atribució i audició pendents
Comú d’Andorra la Vella	institucions	0	0	no											ASR textual; atribució i audició pendents
Andorra la Vella	toponim	0	0	no											ASR textual; atribució i audició pendents
La Massana	toponim	0	0	no											ASR textual; atribució i audició pendents
Santa Coloma	toponim	0	0	no											ASR textual; atribució i audició pendents
Andorra	toponim	21	4	sí	small	I sempre va pensar en tornar a Andorra,	Després de la Constitució, després del reconeixement d'Andorra,	0.3780	0.8162	0.3450	0.7908	lead-rtva-021__68__andorra.wav	545160	549400	ASR textual; atribució i audició pendents
família	societat	6	6	sí	small	Ho van decidir la finança de la família.	Va decidir la finança de la família.	0.5285	0.8686	0.3014	0.8119	lead-rtva-021__69__fam-lia.wav	491800	494160	ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
andorrans	gentilici	1	0	no	small	És a dir, els Andorrans són poc nombrosos,		0.5139	0.8944			lead-rtva-021__71__andorrans.wav	2099920	2103840	ASR textual; atribució i audició pendents
projecte	institucions	0	0	no											ASR textual; atribució i audició pendents
concessió	institucions	0	0	no											ASR textual; atribució i audició pendents
estadi	esport	0	0	no											ASR textual; atribució i audició pendents
esdeveniment	cultura	0	0	no											ASR textual; atribució i audició pendents
premis	cultura	0	0	no											ASR textual; atribució i audició pendents
Toni Martí	memòria	0	0	no											ASR textual; atribució i audició pendents
jocs	esport	0	0	no											ASR textual; atribució i audició pendents
festa	cultura	0	0	no											ASR textual; atribució i audició pendents
equip	esport	0	0	no											ASR textual; atribució i audició pendents
català	sociolingüística	3	3	sí	small	I ens veien com uns intrusos, però com diem en català,	Però com diuen, en català, no arribava la sang al reu.	0.1047	0.7226	0.1683	0.5910	lead-rtva-021__81__catal.wav	2384400	2393400	ASR textual; atribució i audició pendents
francès	contacte	3	1	sí	small	la vaig poder fer gràcies a una beca de l'estat francès.	Com diuen francès, tot fa tot el camp.	0.4751	0.8734	0.1997	0.6208	lead-rtva-021__82__franc-s.wav	537640	543360	ASR textual; atribució i audició pendents
castellà	contacte	0	0	no											ASR textual; atribució i audició pendents
hipermotion	esport	0	0	no											ASR textual; atribució i audició pendents
lliga	esport	0	0	no											ASR textual; atribució i audició pendents
comissió legislativa	institucions	0	0	no											ASR textual; atribució i audició pendents
