model	categoria	forma	segment	inici_s	final_s	prob_min_segment	text_asr	estat
small	discurs	no?	99	296.640	299.360	0.0000	perquè federacions que són semblants a nosaltres, no?	candidat ASR; pendent d'audició
small	discurs	perquè	99	296.640	299.360	0.0000	perquè federacions que són semblants a nosaltres, no?	candidat ASR; pendent d'audició
small	discurs	bueno	101	303.200	305.600	0.0000	Però bueno, podria ser algú similar, no?	candidat ASR; pendent d'audició
small	discurs	no?	101	303.200	305.600	0.0000	Però bueno, podria ser algú similar, no?	candidat ASR; pendent d'audició
small	discurs	clar	104	310.720	314.000	0.0000	Llavors, clar, ho contraposes amb la nostra realitat,	candidat ASR; pendent d'audició
small	discurs	llavors	104	310.720	314.000	0.0000	Llavors, clar, ho contraposes amb la nostra realitat,	candidat ASR; pendent d'audició
small	discurs	bueno	109	322.480	324.880	0.0000	Sí, però bueno, al final això també et fa sentir bé.	candidat ASR; pendent d'audició
small	discurs	bé	109	322.480	324.880	0.0000	Sí, però bueno, al final això també et fa sentir bé.	candidat ASR; pendent d'audició
small	discurs	no?	110	324.960	327.840	0.0000	A la vida no tots són diners, a la vida hi ha moltes coses, de part dels diners, no?	candidat ASR; pendent d'audició
small	discurs	no?	119	346.320	350.720	0.0000	Primer, perquè el Manel continua estant, no? És a dir, és el...	candidat ASR; pendent d'audició
small	discurs	perquè	119	346.320	350.720	0.0000	Primer, perquè el Manel continua estant, no? És a dir, és el...	candidat ASR; pendent d'audició
small	discurs	és a dir	119	346.320	350.720	0.0000	Primer, perquè el Manel continua estant, no? És a dir, és el...	candidat ASR; pendent d'audició
small	discurs	no?	120	350.800	355.920	0.0000	Està allà, el backdrop es diu ara això, no? El back-out, no?	candidat ASR; pendent d'audició
small	discurs	és a dir	121	356.000	358.000	0.0000	És a dir, era la següent pregunta, eh?	candidat ASR; pendent d'audició
small	discurs	perquè	122	358.080	361.520	0.0000	Una figura que no desapareix del tot perquè encara fot algun cop de mà.	candidat ASR; pendent d'audició
small	discurs	doncs	125	367.200	369.520	0.0000	Estàs coltant ara, des de Torre d'en Barra, doncs estàs coltant.	candidat ASR; pendent d'audició
small	discurs	no?	128	378.400	383.200	0.0000	des de la seva creació l'any 88, no?, fins a dia d'avui.	candidat ASR; pendent d'audició
small	discurs	no?	135	399.040	401.600	0.0000	Si les coses estan ben ben o cal canviar res, no?	candidat ASR; pendent d'audició
small	discurs	evidentment	137	404.160	408.400	0.0000	El final, evidentment, hem de valorar si les coses estan ben fetes	candidat ASR; pendent d'audició
small	discurs	no?	140	413.920	417.680	0.0000	Podries... pots canviar petits detalls o matisos, no?, o dir,	candidat ASR; pendent d'audició
small	discurs	a nivell	146	434.960	438.480	0.0000	I clar, ostres, nosaltres això ens costa a tot, a nivell econòmic,	candidat ASR; pendent d'audició
small	discurs	clar	146	434.960	438.480	0.0000	I clar, ostres, nosaltres això ens costa a tot, a nivell econòmic,	candidat ASR; pendent d'audició
small	discurs	a nivell	147	438.560	441.680	0.0000	a nivell cultural, a nivell de la propia competició, a nivell esportiu,	candidat ASR; pendent d'audició
small	discurs	perquè	148	441.760	443.280	0.0000	perquè són països molt grans.	candidat ASR; pendent d'audició
small	discurs	clar	153	454.640	457.920	0.0000	Però llavors, clar, no sé si tens una altra manera de gestionar-ho.	candidat ASR; pendent d'audició
small	discurs	llavors	153	454.640	457.920	0.0000	Però llavors, clar, no sé si tens una altra manera de gestionar-ho.	candidat ASR; pendent d'audició
small	discurs	no?	156	466.480	469.600	0.0000	i intentem que no se'ns desquadri molt la part econòmica, no?,	candidat ASR; pendent d'audició
small	discurs	clar	157	469.680	474.880	0.0000	i, clar, quan a vegades tenim alguna patinada que n'hem tingut,	candidat ASR; pendent d'audició
small	discurs	clar	161	480.960	483.840	0.0000	-Va costar un dineral. -Clar, i ens va ajudar molta gent,	candidat ASR; pendent d'audició
small	discurs	no?	162	483.920	486.080	0.0000	però per nosaltres no és sostenible, no?	candidat ASR; pendent d'audició
small	discurs	clar	163	486.160	489.520	0.0000	-L'espiquen molt clar. -No, però és veritat.	candidat ASR; pendent d'audició
small	discurs	llavors	164	489.600	492.400	0.0000	Llavors, al final, és el que et deia al principi, no?	candidat ASR; pendent d'audició
small	discurs	no?	164	489.600	492.400	0.0000	Llavors, al final, és el que et deia al principi, no?	candidat ASR; pendent d'audició
small	discurs	clar	165	492.480	496.400	0.0000	Has de saber qui ets, i jo crec que a la Federació tenim clar qui som,	candidat ASR; pendent d'audició
small	discurs	no?	171	519.360	522.320	0.0000	"i això no és evident, no?, quan jo vaig per ""I know back""."	candidat ASR; pendent d'audició
small	discurs	no?	174	532.560	534.880	0.0000	És que tothom fa de tot, no?	candidat ASR; pendent d'audició
small	discurs	doncs	175	534.960	537.360	0.0000	Doncs en parlarem una miqueta en detall de tot el voluntariat,	candidat ASR; pendent d'audició
small	discurs	bueno	178	542.640	544.720	0.0000	Bueno, és que no l'ha deixat encara.	candidat ASR; pendent d'audició
small	discurs	és a dir	179	544.800	547.520	0.0000	És a dir, el Manel està, per mi, és una figura impressionant.	candidat ASR; pendent d'audició
small	discurs	perquè	183	557.760	563.120	0.0000	Al final, no li pots fer un homenatge, primer, perquè mai estaria l'alçada	candidat ASR; pendent d'audició
small	discurs	perquè	184	563.200	567.280	0.0000	de lo que ell ha fet per la Federació, i segon, perquè si li fas un homenatge,	candidat ASR; pendent d'audició
small	discurs	no?	186	569.680	575.200	0.0000	És a dir, la gent no... si l'homenatges, igual diu, ostres, que ja no en volen aquí, no?	candidat ASR; pendent d'audició
small	discurs	és a dir	186	569.680	575.200	0.0000	És a dir, la gent no... si l'homenatges, igual diu, ostres, que ja no en volen aquí, no?	candidat ASR; pendent d'audició
small	discurs	evidentment	189	579.680	582.160	0.0000	És a dir, evidentment que tothom té la seva parcel·la	candidat ASR; pendent d'audició
small	discurs	és a dir	189	579.680	582.160	0.0000	És a dir, evidentment que tothom té la seva parcel·la	candidat ASR; pendent d'audició
small	discurs	no?	192	589.840	592.000	0.0000	i exjugador, referent de la Federació, no?	candidat ASR; pendent d'audició
small	discurs	no?	193	592.080	595.920	0.0000	Altres, amb un perfil més tècnic com pot ser el president actual, no?	candidat ASR; pendent d'audició
small	discurs	és a dir	195	602.720	610.240	0.0000	que no s'entén ara mateix, és a dir, jo no t'exageraré,	candidat ASR; pendent d'audició
small	discurs	clar	201	630.560	633.200	0.0000	com ho vam fer i això, clar, final, és algú que ha estat	candidat ASR; pendent d'audició
small	discurs	bé	203	638.720	644.880	0.0000	per les circumstàncies, no, i per decisions tan bé pròpies, però jo,	candidat ASR; pendent d'audició
small	discurs	és a dir	204	644.960	651.200	0.0000	és a dir, jo quan tinc un doctor de gestió i de qualsevol àmbit,	candidat ASR; pendent d'audició
small	discurs	evidentment	205	651.280	656.800	0.0000	per mi és el referent, no? Però, evidentment, la figura del nou president	candidat ASR; pendent d'audició
small	discurs	no?	205	651.280	656.800	0.0000	per mi és el referent, no? Però, evidentment, la figura del nou president	candidat ASR; pendent d'audició
small	discurs	doncs	206	656.880	662.800	0.0000	t'aporte a altres coses, doncs, ganes, contactes, sabestes,	candidat ASR; pendent d'audició
small	discurs	no?	207	662.880	667.280	0.0000	al final els temps canvien molt ràpid, també, no? I és el que dic sempre,	candidat ASR; pendent d'audició
small	discurs	no?	208	667.360	671.680	0.0000	al final no te'n dones compte i acabes en un dinosaurio, no?	candidat ASR; pendent d'audició
small	discurs	llavors	211	678.240	683.280	0.0000	i llavors que entri gent, per exemple, a la gestió, la junta que hi ha ara,	candidat ASR; pendent d'audició
small	discurs	no?	213	688.240	691.280	0.0000	-El Camacho, no? -Sí, és el Xavi González.	candidat ASR; pendent d'audició
small	discurs	perquè	214	691.360	695.200	0.0000	Són gent que té altres idees, una perspectiva diferent, perquè si no,	candidat ASR; pendent d'audició
small	discurs	no?	220	715.520	720.320	0.0000	els de més responsabilitats són tots noies, i són tots noies molt joves, no?	candidat ASR; pendent d'audició
small	discurs	evidentment	221	720.400	723.760	0.0000	La Laura, evidentment, per mi, és imprescindible des de fa molts anys.	candidat ASR; pendent d'audició
small	discurs	perquè	224	731.840	734.320	0.0000	Ara en parlarem d'això, perquè ha estat molt xulo.	candidat ASR; pendent d'audició
small	discurs	clar	228	745.520	748.000	0.0000	Clar, evidentment, 30 anys, m'imagino que li haurem moltes portes	candidat ASR; pendent d'audició
small	discurs	evidentment	228	745.520	748.000	0.0000	Clar, evidentment, 30 anys, m'imagino que li haurem moltes portes	candidat ASR; pendent d'audició
small	discurs	no?	229	748.080	749.920	0.0000	a tenir el nou president, no?	candidat ASR; pendent d'audició
small	discurs	doncs	234	760.720	765.440	0.0000	Exacte. Doncs, quan tu fas alguna activitat de fibra,	candidat ASR; pendent d'audició
small	discurs	perquè	244	798.480	802.160	0.0000	"És que ara et torna a dir ""i tu"", perquè la Fede, finalment, és el Jaume."	candidat ASR; pendent d'audició
small	discurs	perquè	250	815.920	817.440	0.0000	perquè no està penjat a les parets.	candidat ASR; pendent d'audició
small	discurs	perquè	257	834.080	836.640	0.0000	perquè es va morir el meu pare i tenia empreses	candidat ASR; pendent d'audició
small	discurs	no?	261	845.280	849.120	0.0000	és haver estat fidel a una entitat que, per mi, casa meva, no?	candidat ASR; pendent d'audició
small	discurs	bé	266	858.480	860.240	0.0000	creus que teniria bé un cop de mà?	candidat ASR; pendent d'audició
small	discurs	perquè	267	860.320	862.400	0.0000	Perquè no sé, una miqueta, jo ve que el teu dia a dia...	candidat ASR; pendent d'audició
small	discurs	és a dir	269	864.480	869.760	0.0000	Ja tinc, és a dir, és com molt idealista, això, però...	candidat ASR; pendent d'audició
small	discurs	perquè	270	869.840	872.960	0.0000	Ja tinc gent que em doni cops de mà, perquè al final...	candidat ASR; pendent d'audició
small	discurs	no?	271	873.040	875.440	0.0000	Sí, pot tirar una miqueta, jo, del meu amic, no?	candidat ASR; pendent d'audició
small	discurs	perquè	273	879.120	883.040	0.0000	de final d'organització, perquè...	candidat ASR; pendent d'audició
small	discurs	bé	274	883.120	885.280	0.0000	que ens ha anat bé, que ens ha anat malament,	candidat ASR; pendent d'audició
small	discurs	no?	278	891.280	895.680	0.0000	I mira, jo crec que a la vida tothom té capacitats innates, no?	candidat ASR; pendent d'audició
small	discurs	no?	280	899.840	902.240	0.0000	I això no ho tries, és el que tens, no?	candidat ASR; pendent d'audició
small	discurs	bé	281	902.320	905.680	0.0000	I la meva tinc claríssim que és que em sé rodar ja molt bé.	candidat ASR; pendent d'audició
small	discurs	de fet	285	916.000	918.000	0.0000	He tingut gent que té visions diferents, i, de fet,	candidat ASR; pendent d'audició
small	discurs	a nivell	288	923.680	926.640	0.0000	que tinguin visions, inclús a nivell esportiu,	candidat ASR; pendent d'audició
small	discurs	no?	290	929.280	932.000	0.0000	d'una perspectiva diferent d'un viscut diferent, no?	candidat ASR; pendent d'audició
small	discurs	bueno	306	979.040	984.080	0.0000	Bueno, tema per supost, és el que et dic, els diners són importants,	candidat ASR; pendent d'audició
small	discurs	perquè	312	1002.320	1005.280	0.0000	perquè aquí en d'hora hi ha molts clubs esportius,	candidat ASR; pendent d'audició
small	discurs	no?	318	1023.600	1026.160	0.0000	tenim una línia d'adaptar-nos a el que tenim, no?	candidat ASR; pendent d'audició
small	discurs	perquè	325	1042.760	1044.520	0.0000	perquè és molt difícil...	candidat ASR; pendent d'audició
small	discurs	no?	329	1052.400	1054.080	0.0000	Quin valor té un resultat, no?	candidat ASR; pendent d'audició
small	discurs	és a dir	330	1054.160	1057.160	0.0000	És a dir, per exemple, una medalla als jocs despetits...	candidat ASR; pendent d'audició
small	discurs	perquè	334	1063.800	1065.800	0.0000	No és el mateix, perquè depèn del rival, depèn de tot.	candidat ASR; pendent d'audició
small	discurs	perquè	339	1076.600	1079.640	0.0000	Armenia i Azerbaiyà, no és el mateix, perquè els rivals són diferents.	candidat ASR; pendent d'audició
small	discurs	no?	343	1088.960	1091.920	0.0000	ens agrada agradar-nos, no?	candidat ASR; pendent d'audició
small	discurs	no?	344	1092.000	1095.760	0.0000	I vol dir que li donem molt valor a la nostra, perquè és la nostra, no?	candidat ASR; pendent d'audició
small	discurs	perquè	344	1092.000	1095.760	0.0000	I vol dir que li donem molt valor a la nostra, perquè és la nostra, no?	candidat ASR; pendent d'audició
small	discurs	llavors	345	1095.840	1099.640	0.0000	Llavors, si jo tinc... no em vull ficar amb cap altre esport,	candidat ASR; pendent d'audició
small	discurs	no?	347	1104.560	1106.880	0.0000	jo explicaré, perquè soc el tècnic, no?	candidat ASR; pendent d'audició
small	discurs	perquè	347	1104.560	1106.880	0.0000	jo explicaré, perquè soc el tècnic, no?	candidat ASR; pendent d'audició
small	discurs	no?	348	1106.960	1110.320	0.0000	Parlo de natació, que em podria parlar de qualsevol tal, no?	candidat ASR; pendent d'audició
small	discurs	bé	349	1110.400	1113.760	0.0000	Jo explicaré el que a mi em vagi bé com a entitat, no?	candidat ASR; pendent d'audició
small	discurs	no?	349	1110.400	1113.760	0.0000	Jo explicaré el que a mi em vagi bé com a entitat, no?	candidat ASR; pendent d'audició
small	discurs	clar	350	1113.840	1116.840	0.0000	Clar, què passa? Doncs amb nosaltres passa el mateix.	candidat ASR; pendent d'audició
small	discurs	doncs	350	1113.840	1116.840	0.0000	Clar, què passa? Doncs amb nosaltres passa el mateix.	candidat ASR; pendent d'audició
small	discurs	perquè	352	1120.440	1123.760	0.0000	perquè els resultats depenen moltes vegades de la competició a la que vas,	candidat ASR; pendent d'audició
small	discurs	no?	355	1127.920	1131.960	0.0000	És a dir, això s'ha acabat, amb el món del bàsquet, però entenc que amb tot, no?	candidat ASR; pendent d'audició
small	discurs	és a dir	355	1127.920	1131.960	0.0000	És a dir, això s'ha acabat, amb el món del bàsquet, però entenc que amb tot, no?	candidat ASR; pendent d'audició
small	discurs	bé	357	1135.400	1137.760	0.0000	tothom es prepare molt bé i tothom té molts més recursos,	candidat ASR; pendent d'audició
small	discurs	no?	359	1142.040	1145.040	0.0000	i sobretot demogràficament, no? Que són molt petits, no?	candidat ASR; pendent d'audició
small	discurs	clar	360	1145.120	1148.400	0.0000	Llavors, clar, jo crec que no ha d'anar a lligar, forçosament, els resultats.	candidat ASR; pendent d'audició
small	discurs	llavors	360	1145.120	1148.400	0.0000	Llavors, clar, jo crec que no ha d'anar a lligar, forçosament, els resultats.	candidat ASR; pendent d'audició
small	discurs	és a dir	363	1153.720	1156.160	0.0000	És a dir, amb l'eficiència, amb l'eficàcia	candidat ASR; pendent d'audició
small	discurs	perquè	368	1167.280	1171.040	0.0000	és amb els recursos privats, perquè les federacions petites...	candidat ASR; pendent d'audició
small	discurs	bueno	369	1171.120	1176.080	0.0000	Bueno, clar, aquí el que et puguin ajudar, el sector privat és a fons perdut.	candidat ASR; pendent d'audició
small	discurs	clar	369	1171.120	1176.080	0.0000	Bueno, clar, aquí el que et puguin ajudar, el sector privat és a fons perdut.	candidat ASR; pendent d'audició
small	discurs	bueno	371	1179.080	1182.000	0.0000	bueno, això serà un altre relí, clar, que passa que des grans entitats,	candidat ASR; pendent d'audició
small	discurs	clar	371	1179.080	1182.000	0.0000	bueno, això serà un altre relí, clar, que passa que des grans entitats,	candidat ASR; pendent d'audició
small	discurs	no?	372	1182.080	1185.680	0.0000	no sé, penso, hi ha dos entitats que van amic o dos esports, no?	candidat ASR; pendent d'audició
small	discurs	bueno	374	1189.000	1192.520	0.0000	bueno, l'esquí, no?, i el futbol viu d'una altra galàxia.	candidat ASR; pendent d'audició
small	discurs	no?	374	1189.000	1192.520	0.0000	bueno, l'esquí, no?, i el futbol viu d'una altra galàxia.	candidat ASR; pendent d'audició
small	discurs	llavors	375	1192.600	1197.040	0.0000	Llavors, aquests tenen accés a suports privats molt importants, no?	candidat ASR; pendent d'audició
small	discurs	no?	375	1192.600	1197.040	0.0000	Llavors, aquests tenen accés a suports privats molt importants, no?	candidat ASR; pendent d'audició
small	discurs	doncs	376	1197.120	1200.800	0.0000	La resta són, doncs, si tu tens la federació de gimnàstica	candidat ASR; pendent d'audició
small	discurs	doncs	379	1206.080	1208.160	0.0000	doncs, igual, això ens ha passat a nosaltres, no?	candidat ASR; pendent d'audició
small	discurs	no?	379	1206.080	1208.160	0.0000	doncs, igual, això ens ha passat a nosaltres, no?	candidat ASR; pendent d'audició
small	discurs	clar	380	1208.240	1213.080	0.0000	Però, clar, ja depèn de coses que són molt peculiars, no?,	candidat ASR; pendent d'audició
small	discurs	no?	380	1208.240	1213.080	0.0000	Però, clar, ja depèn de coses que són molt peculiars, no?,	candidat ASR; pendent d'audició
small	discurs	no?	381	1213.160	1215.120	0.0000	ja no és una estructura ben feta, no?	candidat ASR; pendent d'audició
small	discurs	clar	382	1215.200	1217.560	0.0000	Però clar, ara quan deies això, si veuen, no ho sé,	candidat ASR; pendent d'audició
small	discurs	no?	384	1219.840	1221.200	0.0000	la no anirà mai més enllà, dirà, no?,	candidat ASR; pendent d'audició
small	discurs	o sigui	385	1221.280	1223.640	0.0000	o sigui, amb 80.000 i a favor, que li n'hauríem de donar 120.	candidat ASR; pendent d'audició
small	discurs	bueno	386	1223.720	1226.000	0.0000	Bueno, és que això és el peix que es mossegue,	candidat ASR; pendent d'audició
small	discurs	no?	387	1226.080	1229.360	0.0000	el gat que es mossegue la cua, no?, és a dir, final,	candidat ASR; pendent d'audició
small	discurs	és a dir	387	1226.080	1229.360	0.0000	el gat que es mossegue la cua, no?, és a dir, final,	candidat ASR; pendent d'audició
small	discurs	no?	388	1229.440	1232.600	0.0000	jo crec que a la vida és molt important adaptar-se, no?,	candidat ASR; pendent d'audició
small	discurs	bueno	391	1238.080	1241.600	0.0000	i sí, bueno, hi ha el risc de dir el que tu dius,	candidat ASR; pendent d'audició
small	discurs	no?	395	1248.560	1251.240	0.0000	i aquí s'acaba el debat, no?, i a més.	candidat ASR; pendent d'audició
small	discurs	a nivell	399	1257.400	1260.480	0.0000	Bueno, a nivell organitzatiu diria que encara estem tancant,	candidat ASR; pendent d'audició
small	discurs	bueno	399	1257.400	1260.480	0.0000	Bueno, a nivell organitzatiu diria que encara estem tancant,	candidat ASR; pendent d'audició
small	discurs	a nivell	400	1260.560	1263.360	0.0000	però diria que és a nivell organitzatiu molt bona,	candidat ASR; pendent d'audició
small	discurs	a nivell	401	1263.440	1265.440	0.0000	a nivell econòmic hem patit una mica,	candidat ASR; pendent d'audició
small	discurs	bueno	402	1265.520	1268.080	0.0000	perquè, bueno, perquè el que et digui que es compliquen	candidat ASR; pendent d'audició
small	discurs	perquè	402	1265.520	1268.080	0.0000	perquè, bueno, perquè el que et digui que es compliquen	candidat ASR; pendent d'audició
small	discurs	a nivell	404	1270.240	1272.760	0.0000	a nivell esportiu pròpiament, doncs,	candidat ASR; pendent d'audició
small	discurs	doncs	404	1270.240	1272.760	0.0000	a nivell esportiu pròpiament, doncs,	candidat ASR; pendent d'audició
small	discurs	no?	405	1272.840	1276.560	0.0000	una gran participació de la nostra selecció, no?	candidat ASR; pendent d'audició
small	discurs	bueno	407	1278.720	1281.240	0.0000	Bueno, no es pot dir això, perquè no coneixes els que venen,	candidat ASR; pendent d'audició
small	discurs	perquè	407	1278.720	1281.240	0.0000	Bueno, no es pot dir això, perquè no coneixes els que venen,	candidat ASR; pendent d'audició
small	discurs	no?	412	1289.640	1291.640	0.0000	És veritat, el torneig, per exemple, tothom deia, no?	candidat ASR; pendent d'audició
small	discurs	bé	422	1311.040	1313.040	0.0000	és que ho has fet molt bé.	candidat ASR; pendent d'audició
small	discurs	bueno	425	1318.720	1320.720	0.0000	Bueno, hem fet moltes coses.	candidat ASR; pendent d'audició
small	discurs	bueno	441	1355.520	1357.520	0.0000	Bueno, no ho sé, nosaltres intentem fer la nostra.	candidat ASR; pendent d'audició
small	discurs	a nivell	455	1386.640	1388.640	0.0000	Jo crec que, a nivell organitzatiu,	candidat ASR; pendent d'audició
small	discurs	per tant	458	1393.880	1395.880	0.0000	per tant, un referent, una mica sí que som.	candidat ASR; pendent d'audició
small	discurs	vull dir	461	1401.120	1405.120	0.0000	Vull dir que tot va a un ritme molt, molt, molt accelerat,	candidat ASR; pendent d'audició
small	discurs	no?	465	1411.440	1413.440	0.0000	està pujant una bona lleve o no?	candidat ASR; pendent d'audició
small	discurs	a nivell	466	1413.520	1415.520	0.0000	Sí, jo, a nivell esportiu, no t'ho sabria valorar molt, no?	candidat ASR; pendent d'audició
small	discurs	no?	466	1413.520	1415.520	0.0000	Sí, jo, a nivell esportiu, no t'ho sabria valorar molt, no?	candidat ASR; pendent d'audició
small	discurs	perquè	467	1415.600	1417.600	0.0000	Perquè després, en el context competitiu,	candidat ASR; pendent d'audició
small	discurs	no?	469	1419.760	1421.760	0.0000	i després els altres poten ser millors que tu, no?	candidat ASR; pendent d'audició
small	discurs	a nivell	470	1421.840	1426.320	0.0000	Però és veritat que el club fa molta feina a nivell de base,	candidat ASR; pendent d'audició
small	discurs	no?	471	1426.400	1429.880	0.0000	que si tu mires i compares amb 20 anys enrere, no hi ha comparació, no?	candidat ASR; pendent d'audició
small	discurs	no?	476	1438.280	1440.680	0.0000	també d'això, amb 4 o 5 nens dels sedis, a cada combinant, no?	candidat ASR; pendent d'audició
small	discurs	no?	479	1446.520	1448.520	0.0000	és un luxe, no? Tingués-los tan a prop i tan a mà, no?	candidat ASR; pendent d'audició
small	discurs	bé	483	1454.840	1456.840	0.0000	Molt bé. Cuidat molt. Igualment.	candidat ASR; pendent d'audició
small	discurs	bé	484	1456.920	1458.920	0.0000	Salut. Bé, que fins ara...	candidat ASR; pendent d'audició
base	discurs	doncs	8	35.440	37.120	0.0000	doncs podríem dir que practicament brutal,	candidat ASR; pendent d'audició
base	discurs	perquè	11	43.120	45.720	0.0000	perquè el pressupost en poc diguéssim no és perdancer a quets.	candidat ASR; pendent d'audició
base	discurs	no?	18	59.920	61.800	0.0000	amb les nostres homònies, no?	candidat ASR; pendent d'audició
base	discurs	no?	19	61.880	64.840	0.0000	Amb els països que ens han visitat sense anar més juny la setmana passada, no?	candidat ASR; pendent d'audició
base	discurs	clar	23	71.720	73.640	0.0000	a mi m'ho han demanat una vegada i ho tenia molt clar.	candidat ASR; pendent d'audició
base	discurs	bueno	26	79.480	85.400	0.0000	Bueno, al estiu, comencem a apretar a la celerador a principis de...	candidat ASR; pendent d'audició
base	discurs	doncs	29	92.280	95.000	0.0000	Doncs no tens temps de pensar tu gaire, no?	candidat ASR; pendent d'audició
base	discurs	no?	29	92.280	95.000	0.0000	Doncs no tens temps de pensar tu gaire, no?	candidat ASR; pendent d'audició
base	discurs	perquè	30	95.080	97.800	0.0000	Perquè és... és a pignon, no com es diu vulgarament.	candidat ASR; pendent d'audició
base	discurs	no?	35	107.800	109.800	0.0000	i a més esport base, no?	candidat ASR; pendent d'audició
base	discurs	llavors	40	119.400	121.960	0.0000	i a llavors no tens massa temps de plantejar-t'ho,	candidat ASR; pendent d'audició
base	discurs	és a dir	42	124.040	126.480	0.0000	És a dir, a mi ets anys de gust,	candidat ASR; pendent d'audició
base	discurs	doncs	44	129.720	132.600	0.0000	doncs es descentarte, es de la fala calculadora,	candidat ASR; pendent d'audició
base	discurs	no?	46	135.240	140.240	0.0000	Parem que no, o fer una mica de balans, esportiu i econòmic, no?	candidat ASR; pendent d'audició
base	discurs	perquè	49	144.240	146.240	0.0000	perquè et veia aquests dies, per exemple, en l'Européu Subssets,	candidat ASR; pendent d'audició
base	discurs	bueno	53	151.960	154.400	0.0000	Sí, bueno, no, vegades fa espàtibre vinga.	candidat ASR; pendent d'audició
base	discurs	bueno	54	154.480	158.640	0.0000	No, bueno, afinal, ens hem de ser conscients,	candidat ASR; pendent d'audició
base	discurs	no?	55	158.720	161.440	0.0000	jo crec que a la vida és molt important s'apigui aquí ets, no?	candidat ASR; pendent d'audició
base	discurs	llavors	56	161.520	165.160	0.0000	Llavors, nosaltres, amb una federació minúscula,	candidat ASR; pendent d'audició
base	discurs	bé	62	180.680	183.160	0.0000	Bé, mitges jurades de 117 hores el dia.	candidat ASR; pendent d'audició
base	discurs	bé	63	183.240	184.240	0.0000	T'ha bé com a mitja?	candidat ASR; pendent d'audició
base	discurs	no?	64	184.320	185.800	0.0000	Depèn de la època de l'any, no?	candidat ASR; pendent d'audició
base	discurs	no?	67	191.040	193.560	0.0000	un moment, i a més, sí clic de càlany, no?	candidat ASR; pendent d'audició
base	discurs	clar	76	210.920	213.400	0.0000	Clar, l'any de la pandèmia que no es va fer alguna cosa en streaming.	candidat ASR; pendent d'audició
