forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
parròquia	territorial	2	1	sí	small	I d'aquests personatges n'hi havia, com deia almenys una cada parròquia.	al menys una cada parròquia.					lead-rtva-013__33__parr-quia.wav	1020720	1024480	ASR textual; atribució i audició pendents
santuari	territorial	0	0	no											ASR textual; atribució i audició pendents
veguer	territorial	0	0	no											ASR textual; atribució i audició pendents
magistrat	institucions	2	1	sí	small	I també va ser magistrat i president del Tribunal Constitucional	i també va ser magistrat i president del Tribunal Constitucional d'Andorra.					lead-rtva-013__36__magistrat.wav	895080	899240	ASR textual; atribució i audició pendents
Tribunal Constitucional	institucions	3	2	sí	small	i president del Tribunal Constitucional del país.	i president del Tribunal Constitucional del país.					lead-rtva-013__37__tribunal-constitucional.wav	28760	32440	ASR textual; atribució i audició pendents
Constitució	institucions	17	13	sí	small	Va ser un dels pares de la Constitució endurrana	va ser un dels pares de la Constitució d'Orana					lead-rtva-013__38__constituci.wav	25720	28680	ASR textual; atribució i audició pendents
Consell General	institucions	1	1	sí	small	és el Consell General de les Valls.	que és el Consell General de les Valls.					lead-rtva-013__39__consell-general.wav	1098800	1100560	ASR textual; atribució i audició pendents
coprincipat	institucions	0	0	no											ASR textual; atribució i audició pendents
principat	territori	0	0	no											ASR textual; atribució i audició pendents
Andorra	toponim	15	7	sí	small	Avui farem memòria d'un país, memòria d'Andorra,	Avui farem memòria d'un país, memòria d'Andorra,					lead-rtva-013__42__andorra.wav	15320	18000	ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
andorrans	gentilici	0	0	no											ASR textual; atribució i audició pendents
jurista	institucions	1	1	sí	small	un jurista francès molt important, Guy Carcasson,	Jo tenia un bon amic que ja veuríing i jurista francès, molt important,					lead-rtva-013__45__jurista.wav	613440	616160	ASR textual; atribució i audició pendents
dret	institucions	10	6	sí	small	Escolta, les ciències polítiques hi ha el dret.	Escolti, les ciències polítiques hi ha el dret.					lead-rtva-013__46__dret.wav	472960	475960	ASR textual; atribució i audició pendents
ciència política	acadèmia	4	5	sí	small	que ha estat catedràtic de ciència política i de l'administració.	que ha estat catàtic de ciència política i de l'administració,					lead-rtva-013__47__ci-ncia-pol-tica.wav	21440	25640	ASR textual; atribució i audició pendents
administració	institucions	2	2	sí	small	que ha estat catedràtic de ciència política i de l'administració.	que ha estat catàtic de ciència política i de l'administració,					lead-rtva-013__48__administraci.wav	21440	25640	ASR textual; atribució i audició pendents
universitat	acadèmia	1	4	sí	small	S'ha fet a l'universitat de la persona.	Sí, sí, he fet professionalment sobretot la Universitat de Barcelona,					lead-rtva-013__49__universitat.wav	191120	193560	ASR textual; atribució i audició pendents
magistratura	institucions	0	0	no											ASR textual; atribució i audició pendents
català	sociolingüística	1	2	sí	small	Perquè jo, per exemple, vaig aprendre a casa a parlar en català,	i això, però no, no, català, castellà, Francesc Engles,					lead-rtva-013__51__catal.wav	1698160	1701600	ASR textual; atribució i audició pendents
francès	contacte	4	1	sí	small	un jurista francès molt important, Guy Carcasson,	Jo tenia un bon amic que ja veuríing i jurista francès, molt important,					lead-rtva-013__52__franc-s.wav	613440	616160	ASR textual; atribució i audició pendents
castellà	contacte	2	3	sí	small	I vaig aprendre a llegir i escriure que no en sabia, jo, amb castellà.	i això, però no, no, català, castellà, Francesc Engles,					lead-rtva-013__53__castell.wav	1721920	1726840	ASR textual; atribució i audició pendents
Pirineus	territori	0	0	no											ASR textual; atribució i audició pendents
Constitució andorrana	institucions	0	0	no											ASR textual; atribució i audició pendents
sobirania	institucions	0	0	no											ASR textual; atribució i audició pendents
