forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
padrí	territorial	0	0	no											ASR textual; atribució i audició pendents
parròquia	territorial	0	0	no											ASR textual; atribució i audició pendents
santuari	territorial	0	0	no											ASR textual; atribució i audició pendents
veguer	territorial	0	0	no											ASR textual; atribució i audició pendents
fotografia	cultura	36	39	sí	small	Acompaginar la fotografia amb el cinema a llarra de la seva vida	Acompagina la fotografia amb el cinema,					lead-rtva-014__36__fotografia.wav	100720	104680	ASR textual; atribució i audició pendents
fotògraf	cultura	9	3	sí	small	Per ser fotògraf, perquè vostè fos fotògraf professional,	que vulgui ser fotògraf.					lead-rtva-014__37__fot-graf.wav	363680	368680	ASR textual; atribució i audició pendents
cineasta	cultura	3	2	sí	small	però també hi ha un burgues cineasta,	però jo també hi ha un Borges cineasta.					lead-rtva-014__38__cineasta.wav	1742960	1746240	ASR textual; atribució i audició pendents
cinema	cultura	13	11	sí	small	Acompaginar la fotografia amb el cinema a llarra de la seva vida	Acompagina la fotografia amb el cinema,					lead-rtva-014__39__cinema.wav	100720	104680	ASR textual; atribució i audició pendents
arts	cultura	0	0	no											ASR textual; atribució i audició pendents
lletres	cultura	2	4	sí	small	del Cerc de les Ars i de les Lletres,	també fundador i president del cercle, de les ares i de les lletres,					lead-rtva-014__41__lletres.wav	132880	135480	ASR textual; atribució i audició pendents
cultura	cultura	3	3	sí	small	amb un home apassionat per la imatge i també per la cultura.	amb un home passionat per la imatge i també per la cultura.					lead-rtva-014__42__cultura.wav	96880	100640	ASR textual; atribució i audició pendents
Cercle de les Arts	institucions	0	0	no											ASR textual; atribució i audició pendents
Andorra	toponim	22	12	sí	small	"Avui farem ""Memòria d'un País"", ""Memòria d'Andorra"","	algunes de les personalitats més notables del principi d'Andorra.					lead-rtva-014__44__andorra.wav	94120	96800	ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
andorrans	gentilici	0	0	no											ASR textual; atribució i audició pendents
Encamp	toponim	0	0	no											ASR textual; atribució i audició pendents
muntanya	territori	0	0	no											ASR textual; atribució i audició pendents
Pirineus	territori	0	0	no											ASR textual; atribució i audició pendents
català	sociolingüística	10	11	sí	small	La llengua oficial té entorns al català?	el vicepresident era un català, l'enrich Pàmies.					lead-rtva-014__50__catal.wav	2568080	2570720	ASR textual; atribució i audició pendents
francès	contacte	3	1	sí	small	Hi havia un fotòrefo cineasta que francès,	Hi havia un fotòrafo cineasta, que, francès, que treballava amb ell,					lead-rtva-014__51__franc-s.wav	1820160	1823680	ASR textual; atribució i audició pendents
castellà	contacte	1	1	sí	small	l'oficial, el català i el castellà.	una noia i jo veiem parlar de Castellà.					lead-rtva-014__52__castell.wav	2576640	2578760	ASR textual; atribució i audició pendents
exposició	cultura	3	2	sí	small	On hi va fer aquesta exposició, també?	On hi va fer aquesta exposició, també.					lead-rtva-014__53__exposici.wav	1862760	1865440	ASR textual; atribució i audició pendents
patrimoni	cultura	0	0	no											ASR textual; atribució i audició pendents
tradició	cultura	0	0	no											ASR textual; atribució i audició pendents
